,vendor_id,city_name,specialisation,successful_orders,fail_orders,reorders,dolya,id_x,model_score_x,id_y,model_score_y
244,36101,Кемерово,Пицца,117.0,0.0,1.0,0.0,36101,0.79742007702589,36101,0.79742007702589
245,27843,Кемерово,Суши,72.0,0.0,3.0,0.0,27843,0.579910192172974,27843,0.579910192172974
246,36222,Кемерово,Узбекская,25.0,0.0,1.0,0.0,36222,0.22249881783500303,36222,0.22249881783500303
247,27598,Кемерово,Бургеры,19.0,0.0,0.0,0.0,27598,0.7979907956905659,27598,0.7979907956905659
248,12493,Кемерово,Русская,9.0,0.0,0.0,0.0,12493,0.0264233089983463,12493,0.0264233089983463
249,30820,Кострома,Суши,44.0,4.0,1.0,0.08163265306122448,30820,0.835357077419758,30820,0.835357077419758
250,30826,Кострома,Пицца,34.0,2.0,1.0,0.05405405405405406,30826,0.492805330082774,30826,0.492805330082774
251,30823,Кострома,Суши,40.0,0.0,0.0,0.0,30823,0.262761793099344,30823,0.262761793099344
252,37810,Кострома,Суши,0.0,0.0,0.0,,37810,0.140547083690763,37810,0.140547083690763
253,37582,Кострома,Японская,13.0,0.0,0.0,0.0,37582,0.920049916487187,37582,0.920049916487187
254,37813,Кострома,Суши,0.0,0.0,0.0,,37813,0.0104797594249249,37813,0.0104797594249249
255,36358,Кострома,Суши,49.0,2.0,3.0,0.037037037037037035,36358,0.16420663148164702,36358,0.16420663148164702
256,35862,Кострома,Суши,19.0,1.0,0.0,0.05,35862,0.517785530537367,35862,0.517785530537367
257,30825,Кострома,Пицца,49.0,4.0,2.0,0.07272727272727272,30825,0.822340859565884,30825,0.822340859565884
258,37812,Кострома,Суши,1.0,0.0,0.0,0.0,37812,0.37638126173988,37812,0.37638126173988
259,33945,Кострома,Пицца,18.0,1.0,0.0,0.05263157894736842,33945,0.352977706585079,33945,0.352977706585079
260,35864,Кострома,Суши,13.0,1.0,0.0,0.07142857142857142,35864,0.623726582620293,35864,0.623726582620293
261,33058,Кострома,Пицца,43.0,1.0,1.0,0.022222222222222223,33058,0.909805747680366,33058,0.909805747680366
262,36154,Кострома,Суши,49.0,2.0,0.0,0.0392156862745098,36154,0.581574704032391,36154,0.581574704032391
263,35817,Краснодар,Пицца,4.0,0.0,2.0,0.0,35817,0.7677117916755379,35817,0.7677117916755379
264,32030,Краснодар,Суши,158.0,6.0,5.0,0.03550295857988166,32030,0.7716017649509008,32030,0.7716017649509008
265,37329,Краснодар,Суши,31.0,1.0,1.0,0.030303030303030304,37329,0.393356217071414,37329,0.393356217071414
266,7812,Краснодар,Японская,192.0,3.0,3.0,0.015151515151515152,7812,0.41786025138571903,7812,0.41786025138571903
267,6520,Краснодар,Суши,1300.0,70.0,65.0,0.04878048780487805,6520,0.32793894130736606,6520,0.32793894130736606
268,36811,Краснодар,Шашлыки,18.0,4.0,8.0,0.13333333333333333,36811,0.129557414911687,36811,0.129557414911687
269,25272,Краснодар,Мясо,29.0,2.0,2.0,0.06060606060606061,25272,0.7244758969172841,25272,0.7244758969172841
270,36084,Краснодар,Пицца,0.0,0.0,2.0,0.0,36084,0.9386763442307711,36084,0.9386763442307711
271,35830,Краснодар,Суши,0.0,0.0,1.0,0.0,35830,0.682509030681103,35830,0.682509030681103
272,22933,Краснодар,Гирос,682.0,9.0,3.0,0.012968299711815562,22933,0.982021285686642,22933,0.982021285686642
273,37649,Краснодар,Шашлыки,0.0,2.0,1.0,0.6666666666666666,37649,0.0917856795713305,37649,0.0917856795713305
274,15107,Краснодар,Пицца,28.0,1.0,1.0,0.03333333333333333,15107,0.10580818122252801,15107,0.10580818122252801
275,14518,Краснодар,Выпечка,20.0,0.0,0.0,0.0,14518,0.727482541464269,14518,0.727482541464269
276,36070,Краснодар,Пицца,106.0,1.0,0.0,0.009345794392523364,36070,0.316323270089924,36070,0.316323270089924
277,31407,Красноярск,Суши,135.0,1.0,1.0,0.0072992700729927005,31407,0.531384057365358,31407,0.531384057365358
278,26168,Красноярск,Индийская,1.0,0.0,0.0,0.0,26168,0.39055611006915597,26168,0.39055611006915597
279,16376,Красноярск,Рыба,105.0,4.0,1.0,0.03636363636363636,16376,0.925501299090683,16376,0.925501299090683
280,29200,Красноярск,Пицца,16.0,0.0,0.0,0.0,29200,0.0960380369797349,29200,0.0960380369797349
281,17448,Красноярск,Шашлыки,130.0,1.0,3.0,0.007462686567164179,17448,0.45869611483067296,17448,0.45869611483067296
282,27852,Красноярск,Суши,76.0,2.0,1.0,0.02531645569620253,27852,0.37065574247390004,27852,0.37065574247390004
283,26136,Красноярск,Сэндвичи,0.0,0.0,1.0,0.0,26136,0.6513995076529681,26136,0.6513995076529681
284,25792,Красноярск,Суши,211.0,4.0,1.0,0.018518518518518517,25792,0.0888512758538127,25792,0.0888512758538127
285,26179,Красноярск,Индийская,0.0,1.0,0.0,1.0,26179,0.6956051634624599,26179,0.6956051634624599
286,31411,Красноярск,Суши,73.0,3.0,0.0,0.039473684210526314,31411,0.568336122203618,31411,0.568336122203618
287,35555,Красноярск,Мясо,7.0,0.0,1.0,0.0,35555,0.999881605617702,35555,0.999881605617702
288,31413,Красноярск,Суши,45.0,1.0,1.0,0.02127659574468085,31413,0.5002021207474171,31413,0.5002021207474171
289,26166,Красноярск,Индийская,0.0,2.0,0.0,1.0,26166,0.44825857924297496,26166,0.44825857924297496
290,27844,Красноярск,Суши,86.0,11.0,3.0,0.11,27844,0.6911368295550351,27844,0.6911368295550351
291,34861,Курск,Суши,400.0,2.0,0.0,0.004975124378109453,34861,0.735196159221232,34861,0.735196159221232
292,30356,Курск,Суши,70.0,0.0,0.0,0.0,30356,0.7773061208426949,30356,0.7773061208426949
293,31262,Курск,Пицца,202.0,6.0,7.0,0.027906976744186046,31262,0.619499754160643,31262,0.619499754160643
294,37107,Курск,Бургеры,77.0,0.0,0.0,0.0,37107,0.16331765940412898,37107,0.16331765940412898
295,36519,Курск,Суши,24.0,0.0,2.0,0.0,36519,0.284744561649859,36519,0.284744561649859
296,22903,Курск,Рыба,118.0,1.0,3.0,0.00819672131147541,22903,0.703572555910796,22903,0.703572555910796
297,24130,Курск,Пицца,270.0,8.0,10.0,0.027777777777777776,24130,0.662925557233393,24130,0.662925557233393
298,37217,Курск,Бургеры,67.0,1.0,0.0,0.014705882352941176,37217,0.26471728924661897,37217,0.26471728924661897
299,35781,Курск,Суши,259.0,2.0,1.0,0.007633587786259542,35781,0.7595445816405121,35781,0.7595445816405121
300,36969,Курск,Суши,332.0,5.0,5.0,0.014619883040935672,36969,0.8488616179674859,36969,0.8488616179674859
301,26509,Курск,Суши,416.0,3.0,4.0,0.0070921985815602835,26509,0.6867337026633321,26509,0.6867337026633321
302,24335,Курск,Шашлыки,18.0,0.0,0.0,0.0,24335,0.9130029571242629,24335,0.9130029571242629
303,33618,Курск,Пицца,328.0,5.0,1.0,0.014970059880239521,33618,0.565813224762678,33618,0.565813224762678
304,23175,Курск,Пицца,152.0,1.0,4.0,0.006369426751592357,23175,0.21689702058211,23175,0.21689702058211
305,32010,Липецк,Суши,56.0,2.0,0.0,0.034482758620689655,32010,0.150587040930986,32010,0.150587040930986
306,25867,Липецк,Пицца,263.0,4.0,0.0,0.0149812734082397,25867,0.16060754610225597,25867,0.16060754610225597
307,29461,Липецк,Суши,24.0,2.0,1.0,0.07407407407407407,29461,0.8547632349655029,29461,0.8547632349655029
308,36717,Липецк,Пицца,126.0,5.0,2.0,0.03759398496240601,36717,0.81385757541284,36717,0.81385757541284
309,26211,Липецк,Пицца,39.0,0.0,0.0,0.0,26211,0.407503811176866,26211,0.407503811176866
310,9279,Липецк,Суши,177.0,1.0,3.0,0.0055248618784530384,9279,0.0137422154657543,9279,0.0137422154657543
311,9282,Липецк,Суши,322.0,4.0,8.0,0.011976047904191617,9282,0.85161777632311,9282,0.85161777632311
312,9274,Липецк,Суши,85.0,2.0,3.0,0.022222222222222223,9274,0.575028465595096,9274,0.575028465595096
313,37606,Липецк,Суши,30.0,2.0,0.0,0.0625,37606,0.6531343921087679,37606,0.6531343921087679
314,25775,Липецк,Пицца,185.0,0.0,0.0,0.0,25775,0.12937563145533199,25775,0.12937563145533199
315,28050,Липецк,Пицца,12.0,1.0,0.0,0.07692307692307693,28050,0.522431695833802,28050,0.522431695833802
316,37529,Липецк,Шашлыки,11.0,0.0,0.0,0.0,37529,0.0785584817640483,37529,0.0785584817640483
317,9281,Липецк,Суши,343.0,5.0,4.0,0.014204545454545454,9281,0.525067776441574,9281,0.525067776441574
318,9278,Липецк,Суши,224.0,2.0,0.0,0.008849557522123894,9278,0.219196262769401,9278,0.219196262769401
319,37148,Магнитогорск,Суши,41.0,0.0,0.0,0.0,37148,0.22351331822574103,37148,0.22351331822574103
320,30188,Магнитогорск,Бургеры,7.0,0.0,1.0,0.0,30188,0.295359779149294,30188,0.295359779149294
321,30187,Магнитогорск,Рыба,1.0,0.0,2.0,0.0,30187,0.48399581853300294,30187,0.48399581853300294
322,37095,Магнитогорск,Бургеры,8.0,1.0,0.0,0.1111111111111111,37095,0.21531747374683605,37095,0.21531747374683605
323,36534,Магнитогорск,Бургеры,19.0,5.0,2.0,0.19230769230769232,36534,0.6933661201037471,36534,0.6933661201037471
324,30189,Магнитогорск,Пицца,18.0,0.0,0.0,0.0,30189,0.723798426333815,30189,0.723798426333815
325,30185,Магнитогорск,Суши,121.0,5.0,0.0,0.03968253968253968,30185,0.7411140752956271,30185,0.7411140752956271
326,37892,Магнитогорск,Суши,0.0,0.0,0.0,,37892,0.32171254185959697,37892,0.32171254185959697
327,26088,Москва,Грузинская,9.0,3.0,0.0,0.25,26088,0.634971832390875,26088,0.634971832390875
328,37262,Москва,Суши,51.0,3.0,0.0,0.05555555555555555,37262,0.543406377546489,37262,0.543406377546489
329,25618,Москва,Сэндвичи,199.0,3.0,5.0,0.014492753623188406,25618,0.427074399776757,25618,0.427074399776757
330,36466,Москва,Суши,109.0,6.0,1.0,0.05172413793103448,36466,0.9200221579521891,36466,0.9200221579521891
331,22752,Москва,Фастфуд,2.0,0.0,0.0,0.0,22752,0.9045739797875291,22752,0.9045739797875291
332,31520,Москва,Рыба,2.0,1.0,0.0,0.3333333333333333,31520,0.5422583590261639,31520,0.5422583590261639
333,36429,Москва,Пицца,0.0,0.0,1.0,0.0,36429,0.9495510705746709,36429,0.9495510705746709
334,24158,Москва,Мясо,13.0,1.0,0.0,0.07142857142857142,24158,0.42926708981394796,24158,0.42926708981394796
335,25479,Москва,Пицца,841.0,8.0,2.0,0.009400705052878966,25479,0.31980592850595696,25479,0.31980592850595696
336,36465,Москва,Суши,355.0,2.0,2.0,0.005571030640668524,36465,0.851915846578777,36465,0.851915846578777
337,10983,Москва,Японская,93.0,3.0,4.0,0.03,10983,0.6382628385908901,10983,0.6382628385908901
338,21268,Москва,Итальянская,3.0,0.0,0.0,0.0,21268,0.9089053058996801,21268,0.9089053058996801
339,32903,Москва,Суши,14.0,0.0,0.0,0.0,32903,0.0347138764336705,32903,0.0347138764336705
340,37583,Москва,Пицца,11.0,0.0,0.0,0.0,37583,0.7197043304331601,37583,0.7197043304331601
341,36880,Набережные Челны,Бургеры,35.0,0.0,0.0,0.0,36880,0.19503662036731798,36880,0.19503662036731798
342,33338,Набережные Челны,Шашлыки,4.0,0.0,0.0,0.0,33338,0.273620343767107,33338,0.273620343767107
343,27462,Набережные Челны,Суши,111.0,3.0,3.0,0.02564102564102564,27462,0.809048851486295,27462,0.809048851486295
344,27860,Набережные Челны,Мясо,22.0,0.0,0.0,0.0,27860,0.42425092170015,27860,0.42425092170015
345,36881,Набережные Челны,Бургеры,49.0,0.0,0.0,0.0,36881,0.416383273433894,36881,0.416383273433894
346,36513,Набережные Челны,Шашлыки,15.0,0.0,0.0,0.0,36513,0.12055107997730401,36513,0.12055107997730401
347,37246,Набережные Челны,Суши,254.0,5.0,3.0,0.019083969465648856,37246,0.5392498658038679,37246,0.5392498658038679
348,37640,Набережные Челны,Шашлыки,12.0,0.0,0.0,0.0,37640,0.258848421275616,37640,0.258848421275616
349,36647,Набережные Челны,Пицца,97.0,6.0,2.0,0.05714285714285714,36647,0.22319737076759302,36647,0.22319737076759302
350,36568,Набережные Челны,Пицца,136.0,2.0,2.0,0.014285714285714285,36568,0.22334866737946898,36568,0.22334866737946898
351,27184,Набережные Челны,Пицца,124.0,1.0,1.0,0.007936507936507936,27184,0.240831770934165,27184,0.240831770934165
352,37359,Набережные Челны,Китайская,35.0,1.0,0.0,0.027777777777777776,37359,0.223172838333994,37359,0.223172838333994
353,37142,Набережные Челны,Китайская,20.0,1.0,0.0,0.047619047619047616,37142,0.62077272683382,37142,0.62077272683382
354,27071,Набережные Челны,Суши,66.0,0.0,2.0,0.0,27071,0.7765796780586239,27071,0.7765796780586239
355,26564,Нижневартовск,Суши,55.0,2.0,3.0,0.03333333333333333,26564,0.938840320333838,26564,0.938840320333838
356,30377,Нижневартовск,Суши,95.0,1.0,1.0,0.010309278350515464,30377,0.639757624361664,30377,0.639757624361664
357,22950,Нижневартовск,Суши,55.0,12.0,18.0,0.1411764705882353,22950,0.763325914740562,22950,0.763325914740562
358,37211,Нижневартовск,Бургеры,65.0,12.0,2.0,0.1518987341772152,37211,0.5535613074898721,37211,0.5535613074898721
359,23216,Нижневартовск,Японская,102.0,0.0,0.0,0.0,23216,0.729622050654143,23216,0.729622050654143
360,37210,Нижневартовск,Бургеры,103.0,3.0,3.0,0.027522935779816515,37210,0.324645415414125,37210,0.324645415414125
361,35910,Нижневартовск,Шаурма,0.0,0.0,2.0,0.0,35910,0.784321794752032,35910,0.784321794752032
362,31186,Нижневартовск,Японская,161.0,1.0,2.0,0.006097560975609756,31186,0.6144694704562429,31186,0.6144694704562429
363,36830,Нижневартовск,Суши,100.0,0.0,0.0,0.0,36830,0.47320525301620403,36830,0.47320525301620403
364,24041,Нижневартовск,Суши,128.0,1.0,0.0,0.007751937984496124,24041,0.34819685854017696,24041,0.34819685854017696
365,24363,Нижневартовск,Суши,33.0,1.0,1.0,0.02857142857142857,24363,0.0337811117060483,24363,0.0337811117060483
366,31352,Нижневартовск,Суши,35.0,2.0,0.0,0.05405405405405406,31352,0.24410668900236498,31352,0.24410668900236498
367,37809,Нижневартовск,Суши,0.0,2.0,0.0,1.0,37809,0.0419748183339834,37809,0.0419748183339834
368,37474,Нижневартовск,Суши,92.0,0.0,0.0,0.0,37474,0.7177209523506459,37474,0.7177209523506459
369,22318,Нижний Новгород,Пицца,28.0,1.0,0.0,0.034482758620689655,22318,0.42926800716668395,22318,0.42926800716668395
370,35881,Нижний Новгород,Шашлыки,24.0,0.0,0.0,0.0,35881,0.946481191553175,35881,0.946481191553175
371,23807,Нижний Новгород,Суши,151.0,1.0,3.0,0.0064516129032258064,23807,0.7257574121467769,23807,0.7257574121467769
372,22211,Нижний Новгород,Суши,79.0,29.0,20.0,0.2265625,22211,0.603916951920837,22211,0.603916951920837
373,11583,Нижний Новгород,Пицца,20.0,0.0,0.0,0.0,11583,0.870549687650055,11583,0.870549687650055
374,3850,Нижний Новгород,Шашлыки,64.0,2.0,1.0,0.029850746268656716,3850,0.753824334125966,3850,0.753824334125966
375,25300,Нижний Новгород,Пицца,42.0,0.0,0.0,0.0,25300,0.735275628976524,25300,0.735275628976524
376,37667,Нижний Новгород,Русская,5.0,0.0,0.0,0.0,37667,0.30368314078077696,37667,0.30368314078077696
377,28312,Нижний Новгород,Шашлыки,3.0,0.0,0.0,0.0,28312,0.675203803461045,28312,0.675203803461045
378,11820,Нижний Новгород,Суши,52.0,6.0,0.0,0.10344827586206896,11820,0.235510835424066,11820,0.235510835424066
379,22651,Нижний Новгород,Грузинская,31.0,0.0,1.0,0.0,22651,0.42999130766838795,22651,0.42999130766838795
380,36416,Нижний Новгород,Суши,7.0,0.0,0.0,0.0,36416,0.27330442424863605,36416,0.27330442424863605
381,36860,Нижний Новгород,Шашлыки,90.0,0.0,1.0,0.0,36860,0.155158190522343,36860,0.155158190522343
382,15856,Нижний Новгород,Пицца,85.0,9.0,18.0,0.08035714285714286,15856,0.6558805690146979,15856,0.6558805690146979
383,13443,Новокузнецк,Суши,21.0,1.0,0.0,0.045454545454545456,13443,0.344260918907821,13443,0.344260918907821
384,36226,Новокузнецк,Суши,52.0,3.0,1.0,0.05357142857142857,36226,0.00845266366377473,36226,0.00845266366377473
385,36315,Новокузнецк,Шашлыки,38.0,5.0,2.0,0.1111111111111111,36315,0.0627958928234875,36315,0.0627958928234875
386,35568,Новокузнецк,Суши,31.0,2.0,6.0,0.05128205128205128,35568,0.0991212101653218,35568,0.0991212101653218
387,35855,Новокузнецк,Суши,104.0,4.0,2.0,0.03636363636363636,35855,0.8869315315969292,35855,0.8869315315969292
388,27837,Новосибирск,Суши,116.0,1.0,0.0,0.008547008547008548,27837,0.631873661186546,27837,0.631873661186546
389,13371,Новосибирск,Пицца,173.0,1.0,1.0,0.005714285714285714,13371,0.7045029187574979,13371,0.7045029187574979
390,3862,Новосибирск,Супы,244.0,4.0,2.0,0.016,3862,0.0725487302988768,3862,0.0725487302988768
391,36886,Новосибирск,Мясо,33.0,1.0,1.0,0.02857142857142857,36886,0.46393612027168296,36886,0.46393612027168296
392,37431,Новосибирск,Суши,28.0,1.0,1.0,0.03333333333333333,37431,0.74599096365273,37431,0.74599096365273
393,34150,Новосибирск,Пицца,351.0,5.0,11.0,0.013623978201634877,34150,0.83987744525075,34150,0.83987744525075
394,37580,Новосибирск,Пицца,0.0,1.0,0.0,1.0,37580,0.571583273354918,37580,0.571583273354918
395,36418,Новосибирск,Пицца,72.0,1.0,0.0,0.0136986301369863,36418,0.534793706610799,36418,0.534793706610799
396,37843,Новосибирск,Русская,0.0,0.0,0.0,,37843,0.9324463023804129,37843,0.9324463023804129
397,37245,Новосибирск,Суши,87.0,2.0,1.0,0.022222222222222223,37245,0.172805595677346,37245,0.172805595677346
398,21954,Новосибирск,Китайская,355.0,2.0,4.0,0.00554016620498615,21954,0.217689870391041,21954,0.217689870391041
399,37001,Новосибирск,Суши,32.0,0.0,0.0,0.0,37001,0.47163201961666296,37001,0.47163201961666296
400,29001,Новосибирск,Рыба,50.0,0.0,1.0,0.0,29001,0.47664142772555396,29001,0.47664142772555396
401,27835,Новосибирск,Суши,233.0,12.0,5.0,0.048,27835,0.22152207419276201,27835,0.22152207419276201
402,12451,Омск,Пицца,29.0,0.0,3.0,0.0,12451,0.919875921215862,12451,0.919875921215862
403,7140,Омск,Суши,150.0,8.0,2.0,0.05,7140,0.37889687390998,7140,0.37889687390998
404,9631,Омск,Суши,1.0,0.0,0.0,0.0,9631,0.61491040000692,9631,0.61491040000692
405,9578,Омск,Бургеры,80.0,5.0,2.0,0.05747126436781609,9578,0.9689189167693258,9578,0.9689189167693258
406,32802,Омск,Суши,306.0,2.0,1.0,0.006472491909385114,32802,0.7384964763186871,32802,0.7384964763186871
407,37806,Омск,Пироги,1.0,0.0,0.0,0.0,37806,0.511371320579201,37806,0.511371320579201
408,27854,Омск,Суши,115.0,6.0,4.0,0.048,27854,0.0470812236890197,27854,0.0470812236890197
409,36167,Омск,Суши,1.0,0.0,1.0,0.0,36167,0.971100015100092,36167,0.971100015100092
410,37632,Омск,Грузинская,3.0,0.0,0.0,0.0,37632,0.23738118493929503,37632,0.23738118493929503
411,36589,Омск,Суши,20.0,1.0,0.0,0.047619047619047616,36589,0.9965386888943609,36589,0.9965386888943609
412,35558,Омск,Пицца,2.0,1.0,0.0,0.3333333333333333,35558,0.20206856308504897,35558,0.20206856308504897
413,36817,Омск,Суши,127.0,1.0,0.0,0.0078125,36817,0.00021915789693593998,36817,0.00021915789693593998
414,25655,Омск,Пироги,6.0,1.0,1.0,0.125,25655,0.5953436256386341,25655,0.5953436256386341
415,9642,Омск,Бургеры,1.0,0.0,0.0,0.0,9642,0.256213436834514,9642,0.256213436834514
416,9292,Орел,Суши,251.0,7.0,12.0,0.025925925925925925,9292,0.709788270760328,9292,0.709788270760328
417,36225,Орел,Суши,321.0,2.0,4.0,0.0061162079510703364,36225,0.27036849083378894,36225,0.27036849083378894
418,30204,Орел,Мясо,173.0,3.0,1.0,0.01694915254237288,30204,0.693882769439369,30204,0.693882769439369
419,26231,Орел,Японская,119.0,1.0,3.0,0.008130081300813009,26231,0.598314231261611,26231,0.598314231261611
420,24126,Орел,Пицца,482.0,33.0,27.0,0.06088560885608856,24126,0.984310990199447,24126,0.984310990199447
421,12660,Орел,Шашлыки,42.0,1.0,0.0,0.023255813953488372,12660,0.26344759250059696,12660,0.26344759250059696
